years_experience,education_level,project_count,resume_length,github_activity,shortlisted
10,PhD,9,729,387,Yes
3,Bachelors,7,500,203,No
6,Masters,20,669,540,Yes
2,Bachelors,6,231,210,No
6,Bachelors,6,424,239,Yes
1,Masters,8,469,0,No
7,Bachelors,13,571,314,Yes
14,High School,15,789,495,Yes
13,Bachelors,12,875,345,Yes
9,Bachelors,9,611,284,Yes
8,Masters,10,441,274,Yes
2,PhD,8,224,170,No
6,Masters,8,396,215,No
4,Bachelors,3,460,177,No
9,High School,12,620,377,Yes
14,Masters,22,860,515,Yes
14,Masters,12,900,344,Yes
12,Bachelors,17,816,487,Yes
11,PhD,13,647,349,Yes
6,Bachelors,10,691,317,Yes
11,PhD,15,726,509,Yes
14,Bachelors,10,739,355,Yes
9,Masters,11,705,374,Yes
8,Masters,12,859,346,Yes
2,Bachelors,4,648,28,No
5,PhD,8,624,246,Yes
1,Bachelors,5,322,145,No
6,Bachelors,8,561,241,Yes
13,Bachelors,13,900,420,Yes
10,PhD,15,568,505,Yes
11,Bachelors,8,804,262,Yes
15,Masters,18,880,632,Yes
0,Bachelors,6,373,73,No
11,Masters,12,506,318,Yes
5,Masters,10,453,274,Yes
14,Bachelors,15,711,502,Yes
7,Masters,8,323,240,No
6,Bachelors,7,561,287,No
3,Bachelors,9,387,217,No
7,Bachelors,7,475,190,No
11,Bachelors,15,527,490,Yes
15,Bachelors,21,618,724,Yes
6,Masters,8,469,363,Yes
12,PhD,25,592,663,Yes
9,Masters,16,757,327,Yes
9,High School,14,696,470,Yes
4,Bachelors,8,398,261,No
15,Bachelors,11,730,408,Yes
8,Bachelors,8,664,412,Yes
10,Masters,12,709,461,Yes
0,Masters,5,396,79,No
4,Bachelors,10,438,258,No
14,Masters,9,691,387,Yes
15,PhD,14,586,541,Yes
3,Bachelors,8,459,181,No
13,PhD,11,838,353,Yes
11,PhD,6,690,314,Yes
10,Masters,8,676,279,Yes
15,PhD,15,852,522,Yes
9,High School,8,618,318,Yes
13,Bachelors,15,812,350,Yes
6,Masters,14,680,407,Yes
9,Masters,11,749,379,Yes
12,PhD,11,688,381,Yes
12,Bachelors,16,769,415,Yes
12,Bachelors,11,732,388,Yes
6,Bachelors,11,549,350,Yes
11,High School,9,665,317,Yes
11,Bachelors,16,672,392,Yes
1,Masters,7,234,125,No
7,Bachelors,7,502,354,Yes
11,Masters,10,781,375,Yes
14,PhD,16,746,595,Yes
6,Bachelors,4,683,190,Yes
11,Bachelors,15,788,490,Yes
1,Masters,6,296,142,No
13,Bachelors,12,755,502,Yes
8,High School,9,567,271,Yes
0,Masters,10,528,120,No
6,Bachelors,11,433,322,Yes
13,Bachelors,7,801,286,No
7,Masters,10,703,351,Yes
10,High School,8,436,293,Yes
1,Masters,11,576,306,No
1,High School,2,376,44,No
3,Bachelors,6,469,105,No
6,Bachelors,11,671,264,Yes
10,Masters,12,723,328,Yes
6,Bachelors,7,620,286,Yes
13,Bachelors,8,643,274,Yes
11,Bachelors,13,844,379,Yes
3,PhD,8,364,116,Yes
4,Bachelors,8,692,255,Yes
14,Bachelors,18,900,516,Yes
14,Bachelors,7,632,299,Yes
10,Bachelors,16,729,417,Yes
13,Masters,14,748,469,Yes
14,Masters,12,750,387,Yes
6,Masters,7,631,258,Yes
3,Masters,8,280,166,Yes
11,PhD,16,758,485,Yes
8,Bachelors,6,751,195,Yes
12,Masters,12,596,443,Yes
10,Bachelors,7,820,238,Yes
4,Masters,7,466,164,No
5,Masters,10,375,312,Yes
12,Masters,15,743,405,Yes
9,Masters,9,463,405,Yes
5,High School,11,702,284,No
0,Bachelors,4,434,0,No
4,Bachelors,12,409,219,Yes
3,Bachelors,7,613,121,No
5,Bachelors,8,414,230,Yes
12,Masters,12,735,371,Yes
6,Bachelors,6,563,147,Yes
1,High School,6,494,213,No
12,Bachelors,8,631,395,Yes
11,Masters,14,605,395,Yes
10,Masters,18,582,486,Yes
0,Bachelors,3,150,56,No
0,Bachelors,0,518,0,No
12,Bachelors,17,694,517,Yes
14,High School,13,703,459,Yes
12,Bachelors,7,780,450,Yes
14,Masters,14,524,609,Yes
2,Masters,8,543,207,No
7,Masters,12,536,372,Yes
8,Bachelors,8,543,405,Yes
15,Bachelors,20,900,629,Yes
4,Masters,11,365,180,Yes
14,PhD,21,475,572,Yes
1,Bachelors,7,416,17,No
10,Bachelors,9,790,241,Yes
15,Masters,10,791,630,Yes
4,Masters,9,502,235,Yes
11,Bachelors,10,584,369,Yes
6,High School,10,368,336,Yes
0,Bachelors,7,408,124,No
6,Masters,8,380,295,No
5,Bachelors,6,518,236,No
6,PhD,19,542,487,Yes
15,PhD,11,769,342,Yes
15,Masters,15,599,512,Yes
12,Bachelors,19,710,622,Yes
7,PhD,12,628,188,Yes
2,Bachelors,4,612,194,No
8,Bachelors,10,580,290,Yes
11,Bachelors,12,664,445,Yes
5,Bachelors,8,373,230,No
6,Masters,12,628,408,Yes
12,Masters,21,576,612,Yes
13,Bachelors,11,666,372,Yes
10,Masters,8,581,384,Yes
6,PhD,9,549,195,Yes
7,Bachelors,14,464,346,Yes
11,Bachelors,17,900,500,Yes
7,Bachelors,9,741,271,Yes
9,Bachelors,12,557,424,Yes
15,Masters,17,686,550,Yes
1,Bachelors,6,389,128,No
12,Bachelors,17,846,524,Yes
9,High School,8,674,312,Yes
14,Bachelors,12,900,397,Yes
15,Bachelors,17,823,594,Yes
0,Masters,3,256,181,No
9,Masters,9,713,243,Yes
15,Masters,12,827,489,Yes
0,High School,2,267,82,No
12,Bachelors,10,632,332,Yes
7,High School,7,613,173,No
11,Bachelors,11,652,445,Yes
9,Bachelors,5,686,300,Yes
14,Masters,15,658,427,Yes
10,Bachelors,14,654,529,Yes
4,Masters,10,197,221,No
14,Masters,16,836,541,Yes
7,Masters,17,757,499,Yes
1,Bachelors,4,483,24,No
1,Bachelors,9,460,187,No
14,Masters,23,719,583,Yes
5,Bachelors,9,518,238,No
13,Bachelors,12,575,458,Yes
4,PhD,6,300,295,Yes
1,Bachelors,5,441,185,No
9,Bachelors,9,681,204,Yes
3,Bachelors,7,416,269,Yes
1,PhD,6,386,219,No
3,Masters,6,500,229,No
3,High School,3,476,191,No
11,Masters,7,591,328,Yes
10,Masters,15,761,393,Yes
14,Bachelors,15,802,476,Yes
11,Masters,20,468,568,Yes
4,Bachelors,13,511,300,Yes
6,Masters,11,381,368,Yes
11,Bachelors,16,865,422,Yes
11,Bachelors,15,496,425,Yes
6,Masters,5,516,125,Yes
13,Bachelors,17,683,620,Yes
14,Bachelors,13,544,521,Yes
5,Bachelors,11,579,424,Yes
2,PhD,6,570,76,No
4,Bachelors,9,338,191,No
9,Bachelors,10,572,294,Yes
1,Masters,5,430,128,No
6,Bachelors,15,462,436,Yes
3,Bachelors,8,292,224,Yes
1,Masters,4,503,108,No
15,Bachelors,12,700,405,Yes
2,Bachelors,6,349,143,No
10,Masters,13,603,362,Yes
2,Masters,5,528,101,No
3,PhD,10,696,300,Yes
1,Bachelors,3,416,65,No
2,Bachelors,8,367,94,No
5,Bachelors,10,592,277,No
10,Masters,10,805,332,Yes
7,Masters,8,625,331,Yes
10,Bachelors,12,735,367,Yes
8,PhD,11,516,323,Yes
14,Bachelors,19,900,642,Yes
9,Masters,12,656,297,Yes
9,Masters,7,335,376,Yes
8,Bachelors,11,510,294,Yes
12,Bachelors,13,793,438,Yes
13,Bachelors,17,701,550,Yes
8,Masters,12,654,320,Yes
1,Masters,3,396,10,No
6,Bachelors,12,385,404,Yes
3,Bachelors,4,487,138,No
0,Bachelors,7,417,90,No
12,Masters,12,604,410,Yes
9,Masters,11,563,395,Yes
7,Bachelors,7,487,325,No
12,Masters,12,435,379,Yes
9,Bachelors,7,612,302,Yes
14,Masters,12,713,450,Yes
8,Bachelors,8,558,364,Yes
0,Bachelors,4,550,33,No
2,High School,7,338,246,Yes
2,Bachelors,6,559,258,No
1,Bachelors,4,489,20,No
4,Bachelors,8,472,221,No
10,PhD,13,653,468,Yes
8,Bachelors,12,453,405,Yes
13,PhD,14,660,481,Yes
11,Masters,11,576,302,Yes
2,Bachelors,10,594,150,No
15,Bachelors,13,735,429,Yes
9,Masters,16,453,504,Yes
0,Bachelors,7,167,108,No
15,PhD,12,723,453,Yes
9,Bachelors,10,628,330,Yes
1,Masters,6,428,93,No
11,PhD,17,777,469,Yes
12,Masters,16,749,533,Yes
1,PhD,11,277,195,Yes
12,Bachelors,13,386,468,Yes
11,Masters,14,843,354,Yes
14,Bachelors,13,814,368,Yes
9,Bachelors,9,693,318,Yes
5,PhD,13,494,324,Yes
5,Masters,14,532,259,Yes
13,Bachelors,5,579,303,Yes
15,PhD,13,881,469,Yes
13,Bachelors,17,700,571,Yes
7,PhD,14,536,398,Yes
12,Masters,17,538,591,Yes
5,Bachelors,7,325,165,Yes
10,Bachelors,13,692,395,Yes
7,Bachelors,14,365,385,Yes
5,Masters,6,508,230,Yes
15,High School,22,900,669,Yes
8,Bachelors,11,440,349,Yes
1,High School,2,452,7,No
9,Masters,16,507,554,Yes
13,PhD,17,734,590,Yes
7,Masters,11,628,385,Yes
0,Bachelors,4,206,95,No
5,Bachelors,8,301,304,Yes
3,Bachelors,7,449,294,No
10,PhD,10,683,308,Yes
11,Bachelors,12,829,369,Yes
1,Masters,5,377,88,No
12,Bachelors,15,863,348,Yes
5,Masters,10,515,429,Yes
11,Bachelors,5,530,329,Yes
6,Bachelors,9,541,211,Yes
14,Bachelors,12,880,430,Yes
13,Masters,21,444,591,Yes
6,Masters,10,546,255,Yes
1,Bachelors,6,586,156,No
10,Bachelors,7,554,312,Yes
11,Bachelors,12,882,363,Yes
2,High School,11,304,230,No
0,Bachelors,6,282,78,No
15,Masters,25,667,761,Yes
9,Masters,14,510,436,Yes
4,Bachelors,7,335,175,Yes
9,Masters,10,611,338,Yes
15,Masters,15,840,553,Yes
8,Masters,11,665,279,Yes
0,Bachelors,5,476,133,No
5,Bachelors,8,324,349,No
13,PhD,17,573,464,Yes
1,Masters,8,150,139,No
3,Masters,13,505,338,Yes
5,High School,3,659,96,No
12,Bachelors,9,569,317,Yes
14,Bachelors,16,693,564,Yes
9,Masters,10,733,360,Yes
13,High School,12,807,449,Yes
3,Bachelors,10,439,234,Yes
15,PhD,18,566,568,Yes
8,Masters,12,670,495,Yes
3,Bachelors,9,361,206,Yes
15,Masters,20,851,694,Yes
15,Masters,19,876,554,Yes
0,Masters,3,451,92,No
0,Bachelors,5,258,121,No
2,Bachelors,14,436,383,Yes
1,Masters,10,406,241,No
1,High School,3,302,56,No
15,Masters,17,651,603,Yes
12,Masters,15,784,310,Yes
10,Masters,15,504,513,Yes
14,PhD,11,900,483,Yes
0,PhD,10,482,261,No
10,Bachelors,11,617,356,Yes
3,Bachelors,6,231,202,No
5,Masters,6,467,237,Yes
15,Bachelors,14,900,518,Yes
2,Masters,5,293,184,No
12,Masters,13,679,521,Yes
3,Bachelors,7,384,226,No
0,Masters,4,327,40,No
10,PhD,10,638,310,Yes
5,Masters,12,469,374,Yes
7,Masters,12,645,321,Yes
7,Masters,8,525,266,Yes
3,High School,7,601,183,No
9,Bachelors,10,638,347,Yes
10,Bachelors,11,379,403,Yes
7,Bachelors,13,484,384,Yes
4,PhD,8,439,195,Yes
1,PhD,7,427,96,No
0,Bachelors,8,392,200,No
4,Bachelors,5,475,180,No
11,Masters,11,751,353,Yes
0,PhD,3,391,131,No
12,Masters,14,518,465,Yes
14,Masters,15,699,489,Yes
9,Bachelors,8,593,282,Yes
8,High School,14,404,357,No
4,Bachelors,6,592,172,Yes
5,Bachelors,11,539,259,Yes
6,Bachelors,8,399,199,Yes
3,High School,4,541,230,No
13,Masters,21,558,632,Yes
15,Bachelors,16,746,603,Yes
12,Bachelors,19,772,571,Yes
0,Bachelors,5,186,67,No
6,Masters,10,685,338,Yes
8,Masters,16,350,478,Yes
9,PhD,11,581,307,Yes
14,Masters,14,804,451,Yes
5,Masters,7,493,296,Yes
2,Bachelors,5,616,122,No
3,Masters,8,405,231,Yes
12,Bachelors,15,579,452,Yes
10,High School,7,629,242,Yes
0,Bachelors,5,347,133,No
1,Bachelors,5,497,107,No
2,Masters,7,343,224,Yes
15,PhD,16,843,532,Yes
10,Masters,11,628,361,Yes
8,PhD,15,536,318,Yes
8,Masters,6,707,255,Yes
5,Bachelors,8,434,220,No
1,Bachelors,5,432,0,No
1,Bachelors,6,327,134,No
7,PhD,17,467,483,Yes
9,Bachelors,14,541,428,Yes
2,Bachelors,10,390,195,Yes
2,PhD,15,490,384,Yes
14,Masters,20,546,617,Yes
5,PhD,8,268,290,No
10,Masters,11,819,391,Yes
5,Bachelors,6,429,232,No
5,Bachelors,7,304,308,No
10,Bachelors,11,793,397,Yes
8,Masters,13,717,325,Yes
1,Bachelors,4,293,0,No
6,Masters,8,522,247,Yes
7,Bachelors,16,453,482,Yes
13,Bachelors,18,749,446,Yes
11,Masters,13,592,459,Yes
3,Bachelors,11,307,356,Yes
13,Masters,12,547,502,Yes
3,Masters,6,442,201,Yes
15,Bachelors,14,751,486,Yes
4,Masters,8,590,313,No
8,High School,10,283,379,No
0,Masters,5,368,171,No
0,Bachelors,4,479,74,No
5,Masters,10,414,263,Yes
12,Bachelors,13,632,412,Yes
9,Bachelors,15,474,410,Yes
11,Masters,8,748,360,Yes
5,PhD,14,372,325,Yes
9,Masters,16,784,573,Yes
4,Masters,16,489,385,Yes
4,Bachelors,3,484,0,No
2,Bachelors,5,299,173,No
3,High School,5,504,47,No
5,Bachelors,7,860,140,Yes
0,Bachelors,4,242,25,No
7,Bachelors,9,578,243,Yes
8,High School,7,448,161,No
8,Masters,15,264,507,Yes
12,Masters,11,547,374,Yes
4,Masters,13,635,250,Yes
10,Bachelors,17,758,450,Yes
12,Masters,14,735,594,Yes
9,Bachelors,9,586,355,Yes
13,Bachelors,18,570,539,Yes
13,Bachelors,21,839,546,Yes
5,Masters,16,462,434,Yes
8,Masters,9,557,352,Yes
1,Masters,4,179,91,No
2,Masters,5,464,99,No
13,Masters,18,650,573,Yes
9,PhD,15,492,337,Yes
15,Masters,15,900,539,Yes
5,Masters,11,358,319,Yes
8,PhD,12,878,363,Yes
1,PhD,7,684,200,Yes
4,Bachelors,11,151,302,No
3,Masters,12,672,195,Yes
3,Bachelors,9,412,181,Yes
6,Masters,8,706,276,Yes
11,Masters,8,538,380,Yes
7,High School,12,482,418,Yes
3,Bachelors,8,523,237,No
9,Masters,8,627,351,Yes
4,Masters,12,408,254,Yes
8,Masters,15,382,405,Yes
15,Masters,19,640,522,Yes
8,Bachelors,11,563,359,Yes
2,High School,1,310,78,No
8,PhD,12,623,414,Yes
12,High School,13,797,384,Yes
0,Masters,4,339,12,No
8,High School,14,506,335,Yes
1,Bachelors,4,596,77,No
4,Bachelors,7,719,214,Yes
0,Bachelors,4,272,89,No
15,PhD,15,615,576,Yes
14,High School,13,740,506,Yes
9,High School,9,567,422,Yes
3,Masters,8,336,282,Yes
6,Bachelors,8,365,120,Yes
6,Masters,13,490,428,Yes
2,High School,4,476,133,No
15,High School,22,817,652,Yes
6,Bachelors,12,543,320,Yes
6,Bachelors,10,433,303,Yes
1,Masters,5,445,127,No
13,High School,18,580,556,Yes
10,PhD,11,835,311,Yes
6,High School,6,758,182,No
5,Masters,9,585,214,No
2,PhD,10,454,344,Yes
8,Masters,11,574,411,Yes
15,Masters,13,663,473,Yes
14,PhD,19,900,641,Yes
6,Masters,8,413,350,Yes
14,Masters,17,741,576,Yes
0,Masters,5,519,14,No
4,High School,10,409,313,No
0,Masters,5,262,45,No
4,Masters,16,457,398,Yes
8,Masters,11,614,332,Yes
0,Bachelors,3,284,85,No
12,Bachelors,9,427,430,Yes
8,Bachelors,4,273,165,Yes
8,High School,6,513,218,Yes
0,Bachelors,9,351,201,No
11,Bachelors,9,557,282,Yes
4,Bachelors,8,530,163,Yes
6,Bachelors,12,469,354,Yes
14,PhD,14,835,494,Yes
3,Masters,5,427,79,Yes
7,PhD,10,596,281,Yes
10,PhD,13,621,473,Yes
6,Masters,5,701,124,No
3,Masters,10,375,183,Yes
14,High School,10,541,413,Yes
2,Bachelors,6,229,191,No
3,High School,9,405,144,No
0,PhD,8,349,202,Yes
15,Bachelors,14,814,447,Yes
0,High School,6,311,84,No
2,Bachelors,6,569,216,No
4,PhD,13,424,389,Yes
13,High School,14,650,422,Yes
0,Bachelors,8,309,159,No
15,Bachelors,20,715,607,Yes
2,Masters,9,450,212,Yes
7,Bachelors,8,568,259,Yes
3,Masters,15,320,425,Yes
15,Bachelors,17,867,528,Yes
8,Masters,15,624,382,Yes
10,Bachelors,9,813,389,Yes
3,Bachelors,5,622,265,No
13,Bachelors,13,813,562,Yes
3,High School,5,479,118,No
2,Bachelors,4,433,0,No
5,Bachelors,7,373,198,Yes
11,Bachelors,14,850,541,Yes
12,Bachelors,10,534,375,Yes
2,Masters,7,169,229,No
7,Bachelors,7,455,374,Yes
5,Masters,6,407,36,Yes
14,PhD,21,880,695,Yes
12,Bachelors,14,740,385,Yes
14,Masters,12,721,473,Yes
14,Bachelors,12,849,476,Yes
13,Masters,14,661,409,Yes
6,Bachelors,3,461,194,Yes
5,High School,13,471,346,Yes
11,Bachelors,8,736,361,Yes
0,Masters,5,445,136,No
1,High School,3,377,124,No
4,Masters,5,619,93,No
8,Masters,5,613,157,Yes
13,High School,12,653,494,Yes
10,Masters,14,590,514,Yes
2,Masters,8,355,131,No
2,Bachelors,8,270,201,No
12,Bachelors,25,844,526,Yes
5,Masters,13,389,406,Yes
9,Masters,14,638,448,Yes
7,Masters,12,570,321,Yes
11,Masters,10,848,291,Yes
4,Masters,8,440,174,Yes
1,High School,8,253,189,No
2,Masters,10,408,274,No
7,PhD,13,608,402,Yes
10,Bachelors,13,695,548,Yes
7,High School,10,626,334,No
9,Bachelors,15,713,441,Yes
2,Bachelors,7,565,207,No
4,High School,5,429,85,No
9,Masters,11,559,417,Yes
6,Bachelors,7,441,183,No
8,Masters,10,604,266,Yes
8,Bachelors,10,724,224,Yes
9,Masters,12,615,351,Yes
5,Masters,14,534,264,Yes
4,Masters,7,326,223,No
0,Masters,2,513,0,No
12,Bachelors,12,900,367,Yes
1,Bachelors,3,467,109,No
12,Bachelors,9,821,281,Yes
7,Bachelors,7,456,189,No
12,Bachelors,9,661,299,Yes
0,Bachelors,2,302,0,No
13,Masters,20,731,706,Yes
3,PhD,5,398,146,No
5,Masters,5,549,151,Yes
15,Masters,12,900,444,Yes
0,Masters,5,150,75,No
6,Bachelors,5,528,144,No
14,Bachelors,20,854,556,Yes
12,Bachelors,11,662,491,Yes
2,Bachelors,6,338,178,No
2,Bachelors,8,339,272,No
11,Masters,12,752,336,Yes
5,PhD,9,452,310,Yes
12,Bachelors,14,705,417,Yes
10,Masters,14,624,415,Yes
9,Bachelors,12,734,448,Yes
3,Bachelors,8,377,149,No
5,Bachelors,4,584,114,No
9,Masters,10,548,337,Yes
4,Masters,10,601,287,Yes
11,Masters,20,593,477,Yes
11,Masters,17,623,541,Yes
4,PhD,6,339,73,No
7,Bachelors,7,645,254,Yes
14,Bachelors,10,900,379,Yes
3,Bachelors,7,445,103,Yes
9,Bachelors,9,738,273,Yes
0,Bachelors,3,347,74,No
3,Masters,8,373,144,Yes
5,Bachelors,7,427,165,No
3,High School,4,354,81,No
14,Bachelors,13,813,345,Yes
4,Bachelors,12,438,314,Yes
5,Bachelors,12,568,260,No
6,Bachelors,10,729,417,Yes
15,Masters,12,698,459,Yes
6,PhD,9,669,229,Yes
4,Bachelors,6,272,155,No
3,Bachelors,12,654,436,No
2,Masters,9,533,299,Yes
14,Bachelors,15,705,483,Yes
15,High School,12,860,499,Yes
2,Masters,9,428,96,Yes
12,PhD,18,637,490,Yes
12,Bachelors,12,609,389,Yes
7,Masters,17,510,400,Yes
9,Masters,11,619,367,Yes
4,Bachelors,6,543,225,No
15,PhD,15,755,460,Yes
13,Bachelors,7,806,269,Yes
5,Bachelors,9,479,281,No
1,High School,4,547,163,No
12,Bachelors,11,744,445,Yes
10,Bachelors,8,540,242,Yes
14,Bachelors,15,900,552,Yes
5,Masters,14,437,284,Yes
11,PhD,17,512,435,Yes
4,Bachelors,12,540,263,Yes
7,Bachelors,5,513,216,Yes
14,Masters,17,681,498,Yes
13,PhD,16,900,427,Yes
0,Masters,6,344,123,No
7,High School,10,637,324,Yes
12,PhD,15,460,512,Yes
9,Bachelors,12,739,362,Yes
8,Bachelors,17,272,482,Yes
7,Masters,7,150,198,No
10,Bachelors,13,678,353,Yes
5,Bachelors,9,460,210,No
7,Bachelors,9,529,309,Yes
8,High School,5,582,206,No
15,Masters,25,900,774,Yes
5,PhD,6,150,211,No
12,Bachelors,7,726,348,Yes
9,Masters,10,559,379,Yes
7,High School,2,609,123,No
13,Bachelors,15,783,525,Yes
6,Masters,12,585,312,Yes
11,Masters,14,597,484,Yes
9,Bachelors,14,542,354,Yes
0,Bachelors,3,243,101,No
15,Bachelors,13,900,429,Yes
8,Bachelors,11,519,403,Yes
8,Bachelors,12,642,308,Yes
5,High School,4,397,296,No
10,PhD,17,715,493,Yes
7,Bachelors,13,646,395,Yes
3,Bachelors,6,264,113,No
4,Masters,5,503,255,No
0,PhD,11,265,253,Yes
15,Bachelors,12,900,469,Yes
8,High School,13,845,399,Yes
4,Masters,8,483,240,No
10,Masters,14,574,462,Yes
2,Masters,19,486,436,Yes
6,Bachelors,6,542,235,Yes
1,PhD,10,411,188,Yes
5,High School,5,420,265,No
2,PhD,18,337,341,Yes
7,Masters,8,435,201,Yes
15,PhD,25,900,774,Yes
14,Bachelors,17,727,516,Yes
2,Masters,7,445,117,No
4,Masters,7,433,281,No
3,Masters,5,413,103,No
4,Bachelors,8,258,131,Yes
0,Masters,4,150,97,No
8,Masters,10,471,363,Yes
0,PhD,3,508,98,No
0,PhD,12,208,216,No
2,Masters,1,222,111,No
0,High School,1,292,63,No
5,Bachelors,9,410,246,Yes
5,Bachelors,11,372,324,Yes
9,High School,12,680,326,Yes
0,Masters,3,195,129,No
0,Masters,12,150,238,No
11,Masters,17,458,390,Yes
8,Masters,10,574,380,Yes
9,Masters,10,503,251,Yes
4,Masters,7,441,170,No
9,Bachelors,8,849,328,Yes
14,Bachelors,14,806,385,Yes
6,Bachelors,15,403,407,No
2,Masters,5,296,230,No
7,Bachelors,12,648,354,Yes
7,Bachelors,13,400,344,Yes
0,Masters,4,474,110,No
13,Masters,13,687,372,Yes
15,Masters,16,898,582,Yes
12,Bachelors,14,755,497,Yes
10,High School,11,755,434,Yes
10,Masters,14,650,379,Yes
7,High School,4,442,199,No
12,Bachelors,14,834,456,Yes
7,Bachelors,9,651,202,Yes
8,Masters,12,574,280,Yes
9,Masters,13,582,436,Yes
15,Bachelors,21,782,573,Yes
3,PhD,7,278,186,No
7,Bachelors,14,716,425,Yes
4,Bachelors,6,485,201,No
11,Bachelors,10,336,450,Yes
4,Bachelors,8,517,272,Yes
5,Bachelors,9,536,236,Yes
11,Bachelors,10,525,409,Yes
15,High School,18,900,575,Yes
15,Masters,25,809,718,Yes
7,Bachelors,8,628,218,No
1,Masters,5,191,33,No
3,Masters,4,495,156,No
3,Bachelors,8,150,298,No
7,Bachelors,10,900,309,No
1,Masters,10,298,241,Yes
12,Bachelors,13,741,449,Yes
14,Masters,11,900,346,Yes
3,PhD,12,582,238,Yes
12,Masters,21,866,550,Yes
12,High School,12,620,479,Yes
5,High School,7,590,301,No
3,Bachelors,4,477,231,No
10,Bachelors,7,641,288,Yes
15,Masters,17,567,538,Yes
3,Masters,9,450,233,No
9,Bachelors,11,672,416,Yes
8,PhD,14,688,507,Yes
1,Bachelors,7,293,247,No
7,High School,9,489,190,Yes
2,Masters,6,530,137,No
2,Bachelors,10,150,249,No
9,Bachelors,9,601,343,Yes
15,Masters,12,900,506,Yes
9,Masters,8,348,307,Yes
2,Bachelors,6,497,162,No
3,Bachelors,5,376,107,No
8,Bachelors,11,580,357,Yes
7,Masters,6,184,184,Yes
4,Bachelors,8,561,215,No
3,Bachelors,3,355,0,No
2,Bachelors,5,364,138,No
14,Bachelors,11,670,362,Yes
15,Bachelors,17,900,498,Yes
10,Masters,15,724,455,Yes
7,Masters,3,482,155,No
6,High School,3,632,221,No
12,High School,14,604,361,Yes
2,Bachelors,7,524,127,No
14,Bachelors,11,900,451,Yes
2,Bachelors,3,394,115,No
11,Bachelors,11,716,380,Yes
15,Bachelors,23,802,743,Yes
14,Masters,20,588,608,Yes
13,Bachelors,9,760,463,Yes
4,PhD,4,398,71,No
9,PhD,9,575,281,Yes
12,Bachelors,9,584,268,Yes
14,Bachelors,14,459,424,Yes
13,Masters,25,763,640,Yes
7,Masters,5,599,220,Yes
10,Masters,17,634,541,Yes
14,Bachelors,18,620,600,Yes
11,Bachelors,10,714,409,Yes
6,Bachelors,13,563,318,Yes
14,PhD,15,833,467,Yes
9,Masters,7,702,208,Yes
3,Bachelors,7,420,161,No
9,Masters,13,779,370,Yes
4,Masters,10,431,159,Yes
5,High School,5,452,246,No
0,High School,6,364,23,No
3,Masters,5,343,135,No
2,PhD,10,556,276,Yes
15,Bachelors,16,794,360,Yes
5,PhD,12,214,304,Yes
6,Bachelors,6,366,256,Yes
11,Bachelors,9,600,372,Yes
5,Bachelors,6,482,225,No
4,Bachelors,6,600,261,No
6,Bachelors,10,764,320,Yes
0,PhD,7,150,114,No
2,Bachelors,4,348,84,Yes
10,Bachelors,9,767,304,Yes
11,Masters,20,863,505,Yes
0,Bachelors,5,342,49,No
3,Bachelors,13,377,297,Yes
6,Bachelors,8,636,237,No
0,Bachelors,8,355,245,No
3,Masters,3,519,177,No
4,Masters,8,490,257,No
5,Bachelors,10,423,307,Yes
8,Bachelors,9,578,295,Yes
10,PhD,18,470,440,Yes
2,Bachelors,5,410,131,No
8,Bachelors,11,806,325,Yes
14,Masters,15,788,532,Yes
12,Bachelors,12,432,514,Yes
1,Bachelors,5,628,94,No
4,Bachelors,10,418,230,Yes
0,Masters,10,421,184,Yes
13,Bachelors,16,547,589,Yes
2,Bachelors,7,549,252,Yes
7,Bachelors,15,579,383,Yes
3,Masters,6,580,188,Yes
14,Bachelors,24,711,582,Yes
2,Masters,10,695,149,Yes
5,Masters,12,781,296,Yes
9,Masters,8,671,342,Yes
2,Bachelors,3,370,69,No
5,Bachelors,12,413,266,No
5,Bachelors,8,451,278,Yes
12,Bachelors,17,632,523,Yes
9,PhD,12,503,332,Yes
5,Bachelors,7,628,230,No
11,Masters,12,731,320,Yes
10,Bachelors,13,766,471,Yes
1,Masters,9,329,237,No
14,High School,22,887,583,Yes
6,Bachelors,15,711,375,Yes
10,Bachelors,12,633,387,Yes
7,Bachelors,14,471,476,Yes
10,Bachelors,9,747,329,Yes
11,Bachelors,11,650,364,Yes
12,Masters,14,612,516,Yes
8,Bachelors,10,434,350,Yes
4,PhD,12,334,264,Yes
1,Bachelors,7,352,35,No
10,High School,11,696,295,Yes
15,PhD,17,672,572,Yes
15,Masters,11,742,456,Yes
4,Masters,9,407,334,Yes
10,PhD,15,448,534,Yes
12,Bachelors,18,742,525,Yes
0,Masters,9,251,136,No
6,Bachelors,12,630,383,Yes
1,Bachelors,3,192,19,No
10,Masters,11,540,401,Yes
6,PhD,11,500,323,Yes
8,Bachelors,5,431,278,No
12,Masters,11,660,299,Yes
3,Bachelors,6,422,156,No
15,Masters,15,775,558,Yes
7,Bachelors,13,471,455,Yes
12,Masters,14,733,507,Yes
11,Masters,11,712,457,Yes
15,Bachelors,11,875,475,Yes
10,Bachelors,12,654,360,Yes
14,Bachelors,14,693,577,Yes
6,PhD,10,314,257,Yes
0,High School,1,410,61,No
4,Bachelors,13,526,304,No
9,PhD,12,546,425,Yes
11,Masters,13,553,339,Yes
3,Masters,11,440,317,Yes
